Protein group ID	ID'ed in Moloney et al.	tagm.map.localisation.prediction	Protein IDs (Tb427)	Majority protein IDs (Tb427)	Protein IDs (Both 427 and 927)	Majority protein IDs (Both 427 and 927)	Protein description	Guther et al. Name	Guther et al. Description	Mito. OM acc. to Niemann et al. (2013)	Mito. IM acc. to Niemann et al. (2013)	Glycosomal acc. to Güther et al. (2014)	Comments	Is a dual localized protein	TMD/hydrophobic protein	TM Presence	Guther et al High + TM	Peroxins and known PMPs	Marker - NEW	Marker protein name	Mol. weight [kDa]	Q-value	Score	Mean correlation	p-value	Class 1/2 PMP final assessment	Class 1/2 protein (preliminary)	Glycosomes (Total)	SN0	SN1	SN2	Glycosomal membrane (MP)	Correlation Glyco-mem Rep1	Correlation Glyco-mem Rep2	Correlation Glyco-mem Rep3	Correlation Glyco-mem imputed Rep1	Correlation Glyco-mem imputed Rep2	Correlation Glyco-mem imputed Rep3	Glycosomes (Total)	SN0	SN1	SN2	Glycosomal membrane (MP)	Glycosomes (Total)	SN0	SN1	SN2	Glycosomal membrane (MP)	Glycosomes (Total)	SN0	SN1	SN2	Glycosomal membrane (MP)	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20	F21	F22
3794			Tb427_110030100	Tb427_110030100	Tb427_110030100;Tb927.11.2520	Tb427_110030100;Tb927.11.2520	"UTP--glucose-1-phosphate uridylyltransferase, putative "														60.19	0	323.31	0.1538428	5.04E-01			0.125115143	0.839695491	0.480183152	0.01213271	0.522940149	-0.010337881	-0.313022717	0.784888958	-0.010337881	-0.313022717	0.784888958	0.167471812	0.991474929	1	0.001110001	0.496654139	0.20778099	1	0.173791311	0.035283126	0.072166307	9.26257E-05	0.527611544	0.266758144	5.0036E-06	1	0.000666002	1	0.266237707	7.83744E-05	0.001034785	7.18757E-05	0.050767069	0.111677437	0.081385221	0.000287265	0.000179156	0.000286377
1514			Tb427_060052300	Tb427_060052300	Tb427_060052300;Tb927.6.4710	Tb427_060052300;Tb927.6.4710	"EF-hand domain pair/EF hand, putative "		"calmodulin, putative"												74.34	0	271.02	0.1532881	4.61E-01			0.461755994	0.079520785	0.897133267	0.073455221	0.300379647	-0.010714136	0.084393769	0.38618477	-0.010714136	0.084393769	0.38618477	0.382697822	0.085336158	1	0.046368091	0.340159199	1	0.134807911	0.691399802	0.170076758	0.478705844	0.002570161	0.018418286	1	0.003920815	0.082273899	0.000304284	0.017728338	0.036894224	0.001014689	0.000261759	0.001874789	1	0.395367592	0.018563391	0.0009704	0.000843181	0.000583974
3257			Tb427_100091100	Tb427_100091100	Tb427_100091100;Tb927.10.8430	Tb427_100091100;Tb927.10.8430	"Ribosomal protein L7Ae/L30e/S12e/Gadd45 family, putative "		"40S ribosomal protein S12, putative"												16.061	0	248.05	0.1530935	7.63E-01			0.485267302	0.183904033	0.715604093	0.076703366	0.26086899	0.359310638	-0.228671623	0.328641587	0.359310638	-0.228671623	0.328641587	0.455631856	0.2105235	1	0.188364421	0.71673504	1	0.34050328	0.14681228	0.041663642	0.052921961	0.00017005	0.000685318	1	8.20357E-05	0.012949969	0.000634099	0.060036089	0.046921722	0.00227018	0.001758915	0.002650872	0.129212494	0.368856333	1	0.00479829	0.000645393	0.002132222
1926			Tb427_070080200	Tb427_070080200	Tb427_070080200;Tb927.7.7250	Tb427_070080200;Tb927.7.7250	"Ankyrin repeats (many copies)/Ankyrin repeats (3 copies)/Ankyrin repeat, putative "		"hypothetical protein, conserved"												142.34	0	287.04	0.1525187	4.39E-01			0.422582943	0.120286679	0.746172721	0.095196946	0.328819907	-0.259263026	-0.175851227	0.892670304	-0.259263026	-0.175851227	0.892670304	0.189850891	0.011966241	1	0.016892766	0.025542311	1	0.183756754	0.238518162	0.108794017	0.116528518	0.077897937	0.165137041	1	0.159904055	0.844388894	0.003880737	0.008438149	0.002382789	0.000289389	0.000726125	0.000830539	1	0.082224046	0.000364071	0.000144015	0.001766398	0.000348353
3396			Tb427_100120900	Tb427_100120900	Tb427_100120900;Tb927.10.11390	Tb427_100120900;Tb927.10.11390	"Ribosomal protein L6e, putative "		"60S ribosomal protein L6, putative"												21.185	0	323.31	0.1496605	5.65E-01			0.451771905	0.093386967	0.983023647	0.058608197	0.325929195	0.29409899	-0.273488575	0.428370993	0.29409899	-0.273488575	0.428370993	0.334386073	0.008042674	1	0.003774823	0.582518102	1	0.249887334	0.94907094	0.160272698	0.258414203	0.020929643	0.022230892	1	0.011777069	0.136855281	0.000667767	0.073899971	0.05836389	0.000331615	0.007463332	0.000813851	0.236630977	1	0.368157818	0.000978879	0.000138701	7.06168E-05
610			Tb427_030019600	Tb427_030019600	Tb427_030019600;Tb927.3.1990	Tb427_030019600;Tb927.3.1990	"Tetratricopeptide repeat, putative "														53.537	0	240.73	0.1495153	5.00E-01			0.528760423	0.231723832	0.79986487	0.216890117	0.443379212	-0.300523428	-0.215797124	0.964866601	-0.300523428	-0.215797124	0.964866601	0.306324414	0.005272244	1	0.000629667	0.006532454	1	0.30323477	0.488309452	0.389956924	0.32360518	0.279956856	0.386664483	0.911285159	0.26008376	1	0.001622767	0.001990521	0.028625345	0.001623316	0.002539007	0.005112952	1	0.113319449	0.014819592	0.00315794	0.001247735	0.009617405
4081			Tb427_110081900	Tb427_110081900	Tb427_110081900;Tb927.11.7520	Tb427_110081900;Tb927.11.7520	"hypothetical protein, conserved "														40.557	0	44.689	0.1492472	5.13E-01			0.504188329	0.098762292	0.813565886	0.101654319	0.41992472	-0.317668541	-0.228645611	0.994055684	-0.317668541	-0.228645611	0.994055684	0.38408445	0.012114136	1	0.012055026	0.015677358	1	0.158789263	0.71828108	0.211161719	0.244096801	0.128480536	0.125383477	0.722416577	0.081746214	1	0.071453531	0.634948368	0.750688798	0.064278389	0.076911513	0.048628215	1	0.065953212	0.067904677	0.06528784	0.096764431	0.08306591
1323			Tb427_060014400	Tb427_060014400	Tb427_060014400;Tb927.6.1080	Tb427_060014400;Tb927.6.1080	"Metallo-beta-lactamase superfamily/Hydroxyacylglutathione hydrolase C-terminus, putative "		glyoxalase II			High-confidence									32.449	0	323.31	0.1489059	4.93E-01			0.156895714	0.782064969	0.362769377	0.114699196	0.373005873	-0.251367	-0.275174187	0.973258868	-0.251367	-0.275174187	0.973258868	0.103800834	1	0.156652763	0.039199623	0.093050052	0.100476248	1	0.041207499	0.005186412	0.025967567	0.26641006	0.346194906	0.890447867	0.299711552	1	5.01349E-05	1	0.233418964	0.000310172	0.000100779	6.56725E-05	0.008389564	0.356699206	0.300171262	0.000332899	0.00010734	0.001746532
3837			Tb427_110037900;Tb427_090022100	Tb427_110037900	Tb427_090022100;Tb427_110037900;Tb927.11.3280;Tb927.9.3650	Tb427_110037900;Tb927.11.3280	"Kinesin motor domain/Microtubule binding, putative "		"kinesin, putative,MCAK-like kinesin, putative"												80.07	0	73.989	0.14814	6.38E-01			0.060338766	0.083212452	1	0.04295686	0.149243886	-0.033910352		0.33019036	-0.033910352	-0.003800963	0.33019036	0.118795464	0.164052333	1	0.081986633	0.281429416	not ID'ed	not ID'ed	not ID'ed	not ID'ed	not ID'ed	0.001882068	0.002372571	1	0.003927087	0.017058356	0.000113745	0.001512184	0.00044512	0.000598606	0.000242397	0.000447708	0.499471485	1	0.203936176	0.000600774	0.000108927	0.000161582
2969			Tb427_100038000	Tb427_100038000	Tb427_100038000;Tb927.10.3310	Tb427_100038000;Tb927.10.3310	"hypothetical protein, conserved "														110.21	0	210.12	0.1477797	4.09E-01			0.527050182	0.03196812	0.67707021	0.020819692	0.257080858	-0.243281974	-0.117735698	0.8043569	-0.243281974	-0.117735698	0.8043569	0.55132592	0.019527908	1	0.003268419	0.130490804	1	0.006293485	0.031210629	0.009625784	0.008067924	0.029824628	0.070082967	1	0.049564875	0.632683847	0.000398347	0.015241198	0.005082713	0.000568503	0.001803879	0.000288293	0.648517333	1	0.122654533	5.78138E-05	0.000161816	0.000374758
2964			Tb427_100037400	Tb427_100037400	Tb11.v5.0824.1-p1;Tb427_100037400;Tb927.10.3250	Tb427_100037400;Tb927.10.3250	"hypothetical protein, conserved "		"hypothetical protein, conserved"												35.339	0	45.353	0.1477503	7.39E-01			0.324815638	0.386929911	1	0.308898175	0.478763028	0.001488578	0.139056927	0.302705462	0.001488578	0.139056927	0.302705462	0.791115406	0.847310975	1	0.809321619	0.855582844	0.119370147	0.090959486	1	0.080240929	0.488409548	0.06396136	0.222519274	1	0.037131977	0.092296692	0.000118316	0.003918073	0.004489562	0.000132221	0.000907921	0.000224058	0.240434658	1	0.020434658	0.000414238	0.000139931	0.000265622
3961			Tb427_110060300	Tb427_110060300	Tb427_110060300;Tb927.11.5520	Tb427_110060300;Tb927.11.5520	"Triosephosphate isomerase, putative "	TPI	triosephosphate isomerase										Glycosomal matrix	Triose phosphate isomerase	26.819	0	323.31	0.1475261	4.61E-01			0.482053271	0.227582926	0.601681308	0.001028143	0.42725814	-0.131543578	-0.272322737	0.84644457	-0.131543578	-0.272322737	0.84644457	0.445890029	0.058800828	1	0.002281412	0.228053633	1	0.178638786	0.496357797	0.000353157	0.053720787	0.000269785	0.445309163	0.308686127	0.00044986	1	0.002284485	1	0.171084558	0.000345648	0.001372179	0.000269079	0.089250561	0.08574715	0.006550611	0.000170467	2.53582E-05	1.80458E-05
1147			Tb427_050023000	Tb427_050023000	Tb427_050023000;Tb927.5.1720	Tb427_050023000;Tb927.5.1720	"hypothetical protein, conserved "		"hypothetical protein, conserved"												69.371	0	14.362	0.1463228	4.41E-01			0.524824597	0.28294662	0.77411071	0.258193507	0.330529804		-0.142398021	0.435043614	0.017104021	-0.142398021	0.435043614	not ID'ed	not ID'ed	not ID'ed	not ID'ed	not ID'ed	1	0.437881388	0.548221419	0.484321489	0.473360967	0.049649195	0.128011851	1	0.032065526	0.187698642	0.012424616	0.034690376	0.010013454	0.013313738	0.009664852	0.010249731	0.301044516	1	0.072690873	0.011699294	0.016627256	0.015922436
2073			Tb427_080028900	Tb427_080028900	Tb427_080028900;Tb927.8.2570	Tb427_080028900;Tb927.8.2570	"hypothetical protein, conserved "														48.441	0	15.838	0.1450486	3.88E-01			0.497991724	0.402583491	0.612119852	0.014963243	0.491911903	0.038225616	-0.083273244	0.480193285	0.038225616	-0.083273244	0.480193285	0.4921955	0.179469356	1	0.006788829	0.422560124	1	0.028281117	0.430444407	0.036582886	0.183398604	0.001779672	1	0.40591515	0.001518014	0.86977698	0.000957073	0.687960335	0.271925412	0.003789376	0.001787914	0.002472483	0.09514605	1	0.079876406	0.00343571	0.004901678	0.002576717
3505			Tb427_100142800	Tb427_100142800	Tb427_100142800;Tb927.10.13513	Tb427_100142800;Tb927.10.13513	"Dpy-30 motif containing protein, putative "														12.923	0	21.212	0.1449957	4.04E-01			0.361044463	0.338335339	1	0.248670635	0.375271927	-0.257848888		0.547840225	-0.257848888	-0.174792983	0.547840225	0.350492914	0.235692558	1	0.163310189	0.210616075	not ID'ed	not ID'ed	not ID'ed	not ID'ed	not ID'ed	0.371596011	0.440978119	1	0.334031082	0.539927779	0.134870528	0.130088362	0.102664074	0.16302971	0.142621797	0.097400143	0.255114272	1	0.14161178	0.111659671	0.15012692	0.142550136
2037			Tb427_080023100	Tb427_080023100	Tb427_080023100;Tb927.8.2020	Tb427_080023100;Tb927.8.2020	"Arginase family, putative "														36.517	0	116.92	0.1447828	5.47E-01			0.316942026	0.67464115	0.790464987	0.061136897	0.407012214	0.221855479	-0.169514064	0.382007077	0.221855479	-0.169514064	0.382007077	0.363861677	1	0.958015439	0.055690488	0.768543181	0.579844733	1	0.41337952	0.124577437	0.37195853	0.007119668	0.023923449	1	0.003142767	0.080534932	0.005512861	0.000298252	0.012308214	0.007448578	0.010080919	0.000588192	0.480222413	1	0.023164866	0.000295647	0.001726775	0.000545833
4015			Tb427_110070300	Tb427_110070300	Tb427_110070300;Tb927.11.6530	Tb427_110070300;Tb927.11.6530	"hypothetical protein, conserved "		"hypothetical protein, conserved"												45.865	0	199.53	0.1442835	5.33E-01			0.569711985	0.121715539	0.715097795	0.083746361	0.347452137	-0.323275209	-0.232270535	0.98839618	-0.323275209	-0.232270535	0.98839618	0.426758064	0.000379056	1	0.000536642	0.00971565	1	0.063549736	0.352698881	0.048427072	0.032640761	0.28237789	0.301217824	0.792594505	0.202275368	1	0.000778953	0.447479998	0.174052444	0.000463383	0.00015717	0.000647424	1	0.169917655	0.000721284	0.000181932	3.98376E-05	0.002569818
729			Tb427_030045800	Tb427_030045800	Tb427_030045800;Tb927.3.4270	Tb427_030045800;Tb927.3.4270	"MORN repeat, putative "		"hypothetical protein, conserved"												99.322	0	104.42	0.1426757	6.45E-01			0.45611899	0.419627035	0.779611375	0.150822863	0.355157938	0.339489727	-0.363533571	0.452071041	0.339489727	-0.363533571	0.452071041	0.268324863	0.201637034	1	0.231674766	0.665225214	1	0.957908452	0.338834126	0.17023922	0.182693179	0.100032107	0.099335617	1	0.050554602	0.21755542	0.037748505	0.251101522	0.066202255	0.025858745	0.046082953	0.050250932	0.139689751	0.698851378	1	0.020768581	0.060375374	0.041093921
1548			Tb427_070006800	Tb427_070006800	Tb427_070006800;Tb927.7.320	Tb427_070006800;Tb927.7.320	"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain), putative "		"hypothetical protein, conserved"												20.256	0	323.31	0.1425804	5.47E-01			0.725909301	0.085395115	0.739511665	0.057814964	0.385030898	-0.359596993	-0.211286606	0.998624652	-0.359596993	-0.211286606	0.998624652	1	0.007997639	0.78759756	0.004301801	0.041421263	1	0.003673934	0.747724273	0.001674	0.113671431	0.177727904	0.244513773	0.683213163	0.167469091	1	0.002633244	1	0.025149632	0.005584593	0.006677896	0.005100877	0.061542702	0.325927546	0.133925446	0.004264481	0.006612609	0.008112912
4214			Tb427_110109900	Tb427_110109900	Tb427_110109900;Tb927.11.10130	Tb427_110109900;Tb927.11.10130	"hypothetical protein, conserved "														34.242	0	22.07	0.1420546	4.07E-01			0.075177302	0.729190706	0.09458918	0.068953034	0.420687101	-0.228116263	-0.141161898	0.795441905	-0.228116263	-0.141161898	0.795441905	0.008781823	1	0.020644345	0.001630505	0.032006359	0.08361427	1	0.180039122	0.072446842	0.230054943	0.133135813	0.187572117	0.083084073	0.132781757	1	0.141356196	0.633379694	0.147176634	0.120416461	0.113021823	0.096671061	0.125695428	0.106036361	1	0.099475928	0.124774061	0.171383927
1976			Tb427_080010700	Tb427_080010700	Tb427_080010700;Tb927.8.1050	Tb427_080010700;Tb927.8.1050	"hypothetical protein, conserved "														292.42	0	323.31	0.1413144	4.19E-01			0.667204239	0.302601469	0.406154545	0.054331261	0.314288397	-0.148291163	-0.19949049	0.771724848	-0.148291163	-0.19949049	0.771724848	1	0.606899498	0.203893172	0.160411709	0.384435449	1	0.295400197	0.014570464	8.5178E-05	0.000371501	0.001612717	0.005504712	1	0.002496895	0.558058241	0.000319761	0.170595423	0.001779622	0.000117254	0.000170865	0.00011385	1	0.074436762	0.001007361	0.000199958	0.000133519	0.001824204
2596			Tb427_090052200	Tb427_090052200	Tb427_090052200;Tb927.9.9230	Tb427_090052200;Tb927.9.9230	"hypothetical protein, conserved "		"hypothetical protein, conserved"												19.876	0	45.581	0.1411662	3.97E-01			0.044637696	0.037064113	1	0.023413196	0.130105115	-0.237770563		0.520102906	-0.237770563	-0.159037962	0.520102906	0.051370973	0.015599445	1	0.020271292	0.00639409	not ID'ed	not ID'ed	not ID'ed	not ID'ed	not ID'ed	0.037904419	0.05852878	1	0.026555101	0.253816141	0.008214296	0.013113844	0.064808267	0.006465027	0.014517535	0.010703442	1	0.100409941	0.004426604	0.007113984	0.009022895	0.008130931
425			Tb427_020009900	Tb427_020009900	Tb427_020009900;Tb927.2.2430	Tb427_020009900;Tb927.2.2430	"Protein kinase domain/Protein tyrosine kinase, putative "		"casein kinase II, alpha chain"												43.288	0	35.652	0.1411305	6.20E-01			0.375463076	0.384683824	1	0.379701619	0.422278316		-0.05654558	0.338806581	0.082463664	-0.05654558	0.338806581	not ID'ed	not ID'ed	not ID'ed	not ID'ed	not ID'ed	0.747217834	0.754100026	1	0.755685261	0.8138567	0.003708319	0.015267621	1	0.003717978	0.030699931	0.00025417	0.000190551	0.008421692	0.001079093	0.000324481	0.000350701	0.056416958	1	0.222885367	0.00020533	0.000328288	0.000279751
2290			Tb427_080073900	Tb427_080073900	Tb427_080073800;Tb427_080073900;Tb927.8.6750;Tb927.8.6760	Tb427_080073800;Tb427_080073900;Tb927.8.6750;Tb927.8.6760	"Translationally controlled tumour protein, putative "		"IgE-dependent histamine-releasing factor, putative"												19.35	0	79.002	0.1406316	6.66E-01			0.137877526	0.501144424	0.57513584	0.117892316	0.197423107	-0.044603176		0.325866471	-0.044603176	-0.012343381	0.325866471	0.275057208	1	0.15027168	0.234060346	0.383684211	not ID'ed	not ID'ed	not ID'ed	not ID'ed	not ID'ed	0.000697845	0.002288848	1	0.001724287	0.011162003	0.000178392	0.027328282	0.00499735	0.000542888	8.96881E-05	0.000190535	0.016297197	1	0.779082094	0.000441462	0.000801222	0.000551285
4379			Tb427_110148900;Tb427_110148700;Tb427_110148500	Tb427_110148900;Tb427_110148700;Tb427_110148500	Tb427_110148500;Tb427_110148700;Tb427_110148900;Tb927.11.13125;Tb927.11.13140	Tb427_110148500;Tb427_110148700;Tb427_110148900;Tb927.11.13125;Tb927.11.13140	"hypothetical protein, conserved ;hypothetical protein, conserved ;hypothetical protein, conserved "		cytochrome oxidase subunit X												13.672	0	69.424	0.1396585	4.26E-01			0.448768349	0.130385339	0.787274977	0.068075507	0.287641042	-0.05670101	-0.209649775	0.685326137	-0.05670101	-0.209649775	0.685326137	0.346043715	0.28323615	1	0.17970602	0.384928892	1	0.042704938	0.36182493	0.023976744	0.040226917	0.000261332	0.065214929	1	0.000543757	0.437767318	9.48888E-05	0.040787442	0.030575988	3.75096E-06	0.000792696	0.000473756	0.154420445	1	0.047615619	3.54103E-05	2.30293E-05	1.72881E-05
365			Tb427_010022000	Tb427_010022000	Tb427_010022000;Tb927.1.3030	Tb427_010022000;Tb927.1.3030	"RNA ligase/T4 RNA ligase 2 C-terminal, putative "		KREL2												47.423	0	99.149	0.1394295	6.31E-01			0.329065689	0.377035408	1	0.339156746	0.398269499		-0.056864672	0.335723687	0.08230855	-0.056864672	0.335723687	not ID'ed	not ID'ed	not ID'ed	not ID'ed	not ID'ed	0.654552834	0.747146061	1	0.676591448	0.772341317	0.003578545	0.006924755	1	0.001722044	0.024197681	2.02313E-06	4.62394E-06	0.001093076	3.9622E-05	2.21776E-05	0.000121082	0.158970957	1	0.001365915	8.01743E-05	8.84652E-06	0.000202698
3483			Tb427_100138400	Tb427_100138400	Tb427_100138400;Tb927.10.13130	Tb427_100138400;Tb927.10.13130	"UTP--glucose-1-phosphate uridylyltransferase, putative "														54.419	0	323.31	0.138963	5.40E-01			0.143384505	0.784780569	0.373225523	0.0875816	0.358799462	-0.280452252	-0.275160041	0.972501417	-0.280452252	-0.275160041	0.972501417	0.085072332	1	0.209932794	0.019386637	0.064409386	0.057847869	1	0.025841284	0.004547221	0.011989	0.287233315	0.354341707	0.883902491	0.238810943	1	0.142314364	1	0.214735675	0.119199622	0.152079304	0.110222542	0.15699491	0.854444892	0.746295923	0.124093522	0.126236133	0.153191172
1029			Tb427_040050400	Tb427_040050400	Tb427_040050400;Tb927.4.4690	Tb427_040050400;Tb927.4.4690	"hypothetical protein, conserved "		"hypothetical protein, conserved"												31.337	0	323.31	0.1387377	5.54E-01			0.559503231	0.225646949	0.712587115	0.191599816	0.434068639	-0.327473002	-0.25176155	0.995447623	-0.327473002	-0.25176155	0.995447623	0.414643387	0.000177887	1	1.76011E-05	0.001960468	1	0.363019341	0.441234433	0.379928832	0.300245449	0.263866305	0.313743619	0.696526912	0.194853016	1	0.000491788	0.649347245	0.096649714	8.82123E-05	0.000379599	0.000132284	1	0.822576417	0.031936245	0.002034656	0.002328498	0.000508191
3347			Tb427_100110400;Tb427_100109600	Tb427_100110400;Tb427_100109600	Tb427_100109600;Tb427_100110400;Tb927.10.10290;Tb927.10.10370	Tb427_100109600;Tb427_100110400;Tb927.10.10290;Tb927.10.10370	"hypothetical protein ;hypothetical protein, conserved "		"hypothetical protein, conserved"												20.224	0	70.241	0.1380491	5.57E-01			0.695143098	0.149315728	0.75037559	0.155195822	0.405345264	-0.387629445	-0.164906502	0.966683126	-0.387629445	-0.164906502	0.966683126	0.849077054	0.021486238	1	0.01369723	0.01065722	1	0.165018812	0.338432364	0.241974376	0.205378572	0.236352241	0.261442133	0.912694405	0.209915861	1	0.133629662	0.456815543	0.150581314	0.12129826	0.107629096	0.140708585	1	0.41959904	0.089206027	0.108173841	0.104838963	0.145227946
2232			Tb427_080061400	Tb427_080061400	Tb427_080061400;Tb927.8.5600	Tb427_080061400;Tb927.8.5600	"Transaldolase/Fructose-6-phosphate aldolase, putative "		"transaldolase, putative"												36.571	0	108.3	0.1380343	5.84E-01			0.289451289	0.284466772	1	0.210177541	0.34723257	-0.298460037	0.316244082	0.396318973	-0.298460037	0.316244082	0.396318973	0.194725946	0.149780032	1	0.013155385	0.033298484	0.572548652	0.650830871	1	0.550529855	0.853637371	0.10107927	0.052789413	1	0.066847384	0.154761856	0.000533029	0.069666033	0.003853211	0.001819489	0.001085984	0.003442718	0.012832009	0.612133587	1	0.010294249	0.002422799	0.000337728
1139			Tb427_050021600	Tb427_050021600	Tb427_050021600;Tb927.5.1580	Tb427_050021600;Tb927.5.1580	"Zinc finger C-x8-C-x5-C-x3-H type (and similar)/CCCH-type zinc finger containing protein, putative "		"hypothetical protein, conserved,zinc finger protein family member, putative"												60.359	0	39.109	0.1377564	5.18E-01			0.475100874	0.17638964	0.902763089	0.146766316	0.337836251	-0.090237427	0.138685845	0.364820694	-0.090237427	0.138685845	0.364820694	0.418349016	0.276884551	1	0.25212445	0.401343028	1	0.236738819	0.708289266	0.185655301	0.552703941	0.006953606	0.015545551	1	0.002519198	0.059461784	0.037985269	0.28777024	0.079566348	0.026430497	0.04544365	0.042811985	0.028971638	1	0.053351007	0.024217091	0.043544572	0.046694389
1519			Tb427_060054200;Tb427_060054000;Tb427_060053800;Tb427_060053700;Tb427_060053600	Tb427_060054200;Tb427_060054000;Tb427_060053800;Tb427_060053700;Tb427_060053600	Tb427_060053600;Tb427_060053700;Tb427_060053800;Tb427_060053900;Tb427_060054000;Tb427_060054100;Tb427_060054200;Tb927.6.4840;Tb927.6.4850;Tb927.6.4860;Tb927.6.4870;Tb927.6.4880;Tb927.6.4890;Tb927.6.4900;Tb927.6.4910;Tb927.6.4920	Tb427_060053600;Tb427_060053700;Tb427_060053800;Tb427_060053900;Tb427_060054000;Tb427_060054100;Tb427_060054200;Tb927.6.4840;Tb927.6.4850;Tb927.6.4860;Tb927.6.4870;Tb927.6.4880;Tb927.6.4890;Tb927.6.4900;Tb927.6.4910;Tb927.6.4920	"S-adenosylmethionine synthetase, N-terminal domain/S-adenosylmethionine synthetase, central domain/S-adenosylmethionine synthetase, C-terminal domain containing protein, putative ;S-adenosylmethionine synthetase, N-terminal domain/S-adenosylmethionine synt"		"S-adenosylmethionine synthetase, putative"												43.567	0	323.31	0.1376484	7.86E-01			0.424274182	0.636552598	0.433655656	0.070289835	0.279854181	0.274368116	-0.179733558	0.318310675	0.274368116	-0.179733558	0.318310675	0.272785662	1	0.215124947	0.156253929	0.628333741	1	0.909627366	0.08584202	0.054603407	0.209786125	3.68838E-05	3.04271E-05	1	1.21702E-05	0.001442677	4.64629E-05	0.002290525	0.00108933	4.60559E-05	0.000270431	0.000119559	0.018251738	0.595564186	1	0.007552637	7.68369E-05	1.87276E-05
